territorio_id,nome_territorio,dominio_orcrim,area_fm_ids,geom_quality,geometry_wkt
417,MORRINHO,CV,,ok,"POLYGON ((-43.491283 -22.850757, -43.486273 -22.84964, -43.487408 -22.848754, -43.487548 -22.848467, -43.487709 -22.847765, -43.488696 -22.847568, -43.488739 -22.846767, -43.488567 -22.846727, -43.488567 -22.84643, -43.488588 -22.846233, -43.488653 -22.845916, -43.488202 -22.845541, -43.488427 -22.845254, -43.489425 -22.84473, -43.488996 -22.84297, -43.489125 -22.842831, -43.48934 -22.842772, -43.489404 -22.842683, -43.489307 -22.842258, -43.489608 -22.842179, -43.48979 -22.84211, -43.489983 -22.842031, -43.489951 -22.841902, -43.490219 -22.841823, -43.490445 -22.841862, -43.490284 -22.840745, -43.491249 -22.840518, -43.491442 -22.840389, -43.492226 -22.840221, -43.492397 -22.840211, -43.49244 -22.840419, -43.49258 -22.84032, -43.492687 -22.840696, -43.49214 -22.840834, -43.492065 -22.840982, -43.492161 -22.841101, -43.492065 -22.841378, -43.491989 -22.841507, -43.491829 -22.841586, -43.491829 -22.841694, -43.491485 -22.841813, -43.491303 -22.841497, -43.491056 -22.841645, -43.490992 -22.841783, -43.490831 -22.841961, -43.490906 -22.842426, -43.491271 -22.843088, -43.491711 -22.84293, -43.492515 -22.844404, -43.492601 -22.844572, -43.492386 -22.844641, -43.492247 -22.84473, -43.492268 -22.845106, -43.492344 -22.845224, -43.492322 -22.845679, -43.492118 -22.846025, -43.491947 -22.846094, -43.491743 -22.846144, -43.491442 -22.846094, -43.491088 -22.846549, -43.491174 -22.846697, -43.491056 -22.846895, -43.49096 -22.846984, -43.490788 -22.847034, -43.490627 -22.846974, -43.490455 -22.846856, -43.490262 -22.846727, -43.490133 -22.846618, -43.48994 -22.846727, -43.490198 -22.84735, -43.490713 -22.847439, -43.490906 -22.847518, -43.491045 -22.847666, -43.491142 -22.848072, -43.491335 -22.848358, -43.491668 -22.848437, -43.491698 -22.849095, -43.491283 -22.850757))"
418,VILA LEONIR,CV,,ok,"POLYGON ((-43.383677 -22.820408, -43.383512 -22.820189, -43.382751 -22.821069, -43.381989 -22.820308, -43.383394 -22.819019, -43.383849 -22.816373, -43.384546 -22.816551, -43.385244 -22.816571, -43.385866 -22.816383, -43.386639 -22.816076, -43.387036 -22.815987, -43.387583 -22.816205, -43.383677 -22.820408))"
419,MORRO DO TIRADENTES,CV,,ok,"POLYGON ((-43.390068 -22.830001, -43.389971 -22.830772, -43.389542 -22.830782, -43.389317 -22.830169, -43.388459 -22.829803, -43.388491 -22.830218, -43.388287 -22.830278, -43.387917 -22.829805, -43.387982 -22.828826, -43.389119 -22.827738, -43.391123 -22.827129, -43.391318 -22.829686, -43.390068 -22.830001))"
420,FAVELA DA IGREJINHA,CV,,ok,"POLYGON ((-43.255378 -22.847579, -43.255179 -22.847732, -43.255019 -22.847653, -43.254922 -22.847698, -43.254729 -22.847529, -43.254627 -22.847208, -43.254842 -22.847159, -43.254895 -22.847055, -43.255249 -22.847075, -43.255281 -22.847203, -43.255534 -22.847272, -43.255555 -22.847381, -43.255378 -22.84746, -43.255378 -22.847579))"
422,MORRO DO FUMACE,CV,,ok,"POLYGON ((-43.353322 -22.791197, -43.353151 -22.79185, -43.352421 -22.792443, -43.35182 -22.792482, -43.350554 -22.792364, -43.349782 -22.792384, -43.348645 -22.791256, -43.347421 -22.790524, -43.346413 -22.79001, -43.345426 -22.789535, -43.344332 -22.789456, -43.343688 -22.789733, -43.343108 -22.789911, -43.3424 -22.789673, -43.34077 -22.789832, -43.339826 -22.789396, -43.33901 -22.788427, -43.338774 -22.787774, -43.33886 -22.786825, -43.339246 -22.786033, -43.339096 -22.78548, -43.339074 -22.783917, -43.338688 -22.783679, -43.339182 -22.782987, -43.339196 -22.782405, -43.340934 -22.782425, -43.345769 -22.784649, -43.345817 -22.784113, -43.34895 -22.784192, -43.349404 -22.784654, -43.349717 -22.785499, -43.350165 -22.786553, -43.350812 -22.78726, -43.351324 -22.787938, -43.35215 -22.788423, -43.353041 -22.789234, -43.353234 -22.790361, -43.353322 -22.791197))"
424,MORRO DO PAVÃO-PAVÃOZINHO,CV,,ok,"POLYGON ((-43.198705 -22.979923, -43.198555 -22.980072, -43.198592 -22.980299, -43.198501 -22.980457, -43.19804 -22.980595, -43.197777 -22.980832, -43.197101 -22.980886, -43.196967 -22.981153, -43.196876 -22.981133, -43.196661 -22.980882, -43.196356 -22.980822, -43.195808 -22.980768, -43.195224 -22.980743, -43.195175 -22.980906, -43.194864 -22.980931, -43.194692 -22.981079, -43.194392 -22.98104, -43.194413 -22.980758, -43.193904 -22.980679, -43.193872 -22.980753, -43.193673 -22.980733, -43.193378 -22.980654, -43.193346 -22.980857, -43.192724 -22.980684, -43.192665 -22.98058, -43.192488 -22.980486, -43.192472 -22.980289, -43.192257 -22.98024, -43.191806 -22.980412, -43.191731 -22.980314, -43.191538 -22.980279, -43.191533 -22.98021, -43.191168 -22.98022, -43.191227 -22.980111, -43.191511 -22.980062, -43.191517 -22.979864, -43.191651 -22.97982, -43.191731 -22.979637, -43.191994 -22.979523, -43.192295 -22.979484, -43.192676 -22.97939, -43.192847 -22.979439, -43.192938 -22.979385, -43.193035 -22.979425, -43.193035 -22.979617, -43.193185 -22.979681, -43.193389 -22.979543, -43.193292 -22.979385, -43.193094 -22.979321, -43.193046 -22.979237, -43.193287 -22.979108, -43.193791 -22.978931, -43.193963 -22.979005, -43.194301 -22.978842, -43.194381 -22.978748, -43.194489 -22.978802, -43.194617 -22.978703, -43.194837 -22.978886, -43.195041 -22.979044, -43.195148 -22.979222, -43.194934 -22.979207, -43.194725 -22.979276, -43.194612 -22.979425, -43.194655 -22.979602, -43.194354 -22.979681, -43.194403 -22.97978, -43.19481 -22.97977, -43.195036 -22.97983, -43.195154 -22.979691, -43.195626 -22.97978, -43.195706 -22.979889, -43.195846 -22.979879, -43.195889 -22.979805, -43.196264 -22.979928, -43.19664 -22.979963, -43.196972 -22.980096, -43.197101 -22.979948, -43.19738 -22.979998, -43.197605 -22.97983, -43.197857 -22.979884, -43.198061 -22.979795, -43.198152 -22.979686, -43.198367 -22.979602, -43.198442 -22.979765, -43.198689 -22.979716, -43.198705 -22.979923))"
426,JACUTINGA,CV,,ok,"POLYGON ((-43.420483 -22.777978, -43.417565 -22.777819, -43.413273 -22.770202, -43.414561 -22.768085, -43.414754 -22.76763, -43.415827 -22.765315, -43.417522 -22.764603, -43.417694 -22.765315, -43.420354 -22.766225, -43.420977 -22.766364, -43.422264 -22.764741, -43.423423 -22.764504, -43.43001 -22.76951, -43.422114 -22.778037, -43.420483 -22.777978))"
427,BARRO PRETO (COMPLEXO DO LINS),CV,,ok,"POLYGON ((-43.277061 -22.915564, -43.277104 -22.915732, -43.277018 -22.916027, -43.27689 -22.91621, -43.276766 -22.916605, -43.276675 -22.916607, -43.275532 -22.916306, -43.275248 -22.916212, -43.275323 -22.916073, -43.275559 -22.916078, -43.27564 -22.915708, -43.275688 -22.915411, -43.275693 -22.915135, -43.275747 -22.914888, -43.275726 -22.914675, -43.275554 -22.914675, -43.275602 -22.914275, -43.277179 -22.914507, -43.277061 -22.915564))"
428,MANILHA (VILA KENNEDY),CV,,ok,"POLYGON ((-43.493414 -22.861451, -43.493189 -22.861441, -43.488822 -22.860413, -43.489187 -22.858841, -43.489788 -22.856617, -43.492406 -22.857279, -43.494798 -22.857625, -43.493414 -22.861451))"
430,AP DE OSWALDO CRUZ,CV,,ok,"POLYGON ((-43.351706 -22.874718, -43.351298 -22.873828, -43.351169 -22.873463, -43.350933 -22.872187, -43.350944 -22.872059, -43.350558 -22.872093, -43.350429 -22.871911, -43.349828 -22.872182, -43.348927 -22.870364, -43.350364 -22.869573, -43.350702 -22.87021, -43.350922 -22.870354, -43.350643 -22.871144, -43.3506 -22.872034, -43.350965 -22.871995, -43.350987 -22.871471, -43.35111 -22.871327, -43.351378 -22.871743, -43.351437 -22.872247, -43.351416 -22.872548, -43.352059 -22.874021, -43.352167 -22.87453, -43.351706 -22.874718))"
432,SUBIDÃO (MORRO DO JURAMENTO),CV,,ok,"POLYGON ((-43.311528 -22.859046, -43.311627 -22.859075, -43.31168 -22.85913, -43.311842 -22.859301, -43.311857 -22.859387, -43.311941 -22.859496, -43.311949 -22.85971, -43.311896 -22.859784, -43.311906 -22.85986, -43.312128 -22.859799, -43.312195 -22.859894, -43.31222 -22.859956, -43.312099 -22.860032, -43.311981 -22.860084, -43.311769 -22.860183, -43.311694 -22.860198, -43.311666 -22.860136, -43.311682 -22.859973, -43.311591 -22.859844, -43.311635 -22.859701, -43.311382 -22.859469, -43.311371 -22.859281, -43.311441 -22.859083, -43.311528 -22.859046))"
433,VILA JANDIRA,CV,,ok,"POLYGON ((-43.263319 -22.891451, -43.263243 -22.89155, -43.2632 -22.891671, -43.263131 -22.892528, -43.262551 -22.892353, -43.261984 -22.892115, -43.261948 -22.892041, -43.261908 -22.891792, -43.261854 -22.891703, -43.262004 -22.891327, -43.262772 -22.890824, -43.263394 -22.890508, -43.263789 -22.89116, -43.263319 -22.891451))"
434,MORRO DO 48,CV,,ok,"POLYGON ((-43.478082 -22.893409, -43.478675 -22.893558, -43.478973 -22.893637, -43.478977 -22.893869, -43.479113 -22.893961, -43.479322 -22.893904, -43.479426 -22.894213, -43.479338 -22.894413, -43.479193 -22.894842, -43.479108 -22.895453, -43.479281 -22.895707, -43.479591 -22.89614, -43.479526 -22.896464, -43.479453 -22.896662, -43.479327 -22.896642, -43.478879 -22.896923, -43.478462 -22.897142, -43.478378 -22.897505, -43.478703 -22.897795, -43.478591 -22.89802, -43.478701 -22.898252, -43.479004 -22.898287, -43.479162 -22.898599, -43.478941 -22.899084, -43.479144 -22.899223, -43.479463 -22.899137, -43.47979 -22.899192, -43.479356 -22.89968, -43.478739 -22.899463, -43.47824 -22.898803, -43.477794 -22.898949, -43.47691 -22.898406, -43.476577 -22.898524, -43.476791 -22.897921, -43.476582 -22.897728, -43.476722 -22.897501, -43.477218 -22.895494, -43.477693 -22.893488, -43.478082 -22.893409))"
438,FAVELA VILA UNIÃO,CV,,ok,"POLYGON ((-43.251302 -22.89447, -43.250669 -22.89359, -43.251431 -22.893283, -43.25187 -22.894134, -43.251302 -22.89447))"
440,FAVELA JJ,CV,,ok,"POLYGON ((-43.307665 -22.867077, -43.311088 -22.864092, -43.311173 -22.863696, -43.311592 -22.863884, -43.311431 -22.864398, -43.311849 -22.864695, -43.3123 -22.864656, -43.312289 -22.865298, -43.31245 -22.865861, -43.312085 -22.866138, -43.31112 -22.866326, -43.310819 -22.866662, -43.310101 -22.865861, -43.308191 -22.867552, -43.307665 -22.867077))"
441,JARDIM BANGU,CV,,ok,"POLYGON ((-43.463981 -22.857326, -43.463294 -22.85523, -43.462522 -22.853965, -43.458144 -22.84918, -43.469131 -22.84036, -43.470976 -22.84214, -43.471019 -22.843129, -43.470933 -22.844553, -43.47192 -22.84479, -43.473336 -22.848191, -43.47105 -22.847364, -43.471019 -22.846807, -43.466737 -22.845445, -43.463883 -22.851556, -43.468647 -22.853019, -43.470084 -22.853869, -43.471491 -22.856812, -43.464024 -22.858078, -43.463981 -22.857326))"
444,BOUNGAVILLE,CV,,ok,"POLYGON ((-43.330956 -22.971302, -43.331119 -22.971689, -43.331377 -22.972064, -43.328929 -22.973258, -43.328285 -22.973149, -43.32762 -22.973001, -43.32718 -22.972843, -43.326837 -22.972537, -43.326686 -22.972231, -43.326397 -22.972122, -43.326225 -22.9723, -43.325882 -22.972053, -43.32556 -22.971658, -43.32586 -22.971223, -43.325903 -22.970789, -43.325721 -22.970532, -43.325538 -22.970275, -43.325517 -22.96984, -43.326386 -22.969702, -43.326386 -22.969356, -43.326568 -22.969277, -43.326794 -22.969425, -43.326858 -22.969801, -43.326869 -22.970206, -43.327287 -22.970176, -43.327781 -22.9699, -43.328028 -22.969801, -43.328306 -22.96983, -43.328124 -22.969603, -43.328424 -22.969396, -43.328596 -22.969495, -43.3285 -22.969998, -43.328671 -22.970265, -43.328886 -22.970551, -43.329272 -22.970858, -43.329444 -22.970947, -43.329454 -22.970749, -43.329873 -22.970818, -43.329884 -22.970986, -43.330281 -22.971144, -43.330937 -22.971017, -43.330956 -22.971302))"
448,IGREJINHA (MORRO DO JURAMENTO),CV,,ok,"POLYGON ((-43.318055 -22.858991, -43.317808 -22.85904, -43.317658 -22.859169, -43.31754 -22.859253, -43.31746 -22.859406, -43.317529 -22.859723, -43.316977 -22.859881, -43.316639 -22.859742, -43.316387 -22.859713, -43.31628 -22.859742, -43.316188 -22.859782, -43.316054 -22.859653, -43.315984 -22.859485, -43.315888 -22.859352, -43.315877 -22.859134, -43.315882 -22.859031, -43.316038 -22.858868, -43.316092 -22.858764, -43.315931 -22.858719, -43.315834 -22.858635, -43.315866 -22.858502, -43.315754 -22.858413, -43.315587 -22.858482, -43.315443 -22.85864, -43.315673 -22.858694, -43.315636 -22.858862, -43.315523 -22.858966, -43.315459 -22.859228, -43.315276 -22.859223, -43.31526 -22.85909, -43.315148 -22.859045, -43.31496 -22.859169, -43.31489 -22.85905, -43.314874 -22.858951, -43.314879 -22.858862, -43.314777 -22.858808, -43.314552 -22.858724, -43.314493 -22.858739, -43.314521 -22.858543, -43.314483 -22.858469, -43.314341 -22.858427, -43.31429 -22.858338, -43.314226 -22.85835, -43.314048 -22.858269, -43.314043 -22.858202, -43.313982 -22.858128, -43.315486 -22.857038, -43.315974 -22.856683, -43.316113 -22.856683, -43.316789 -22.856712, -43.316929 -22.856712, -43.317122 -22.856717, -43.317521 -22.856752, -43.318402 -22.856836, -43.318342 -22.858353, -43.318055 -22.858991))"
449,MORRO ALTO LIMOEIRO/OURO PRETO (COMPLEXO DO LINS),CV,,ok,"POLYGON ((-43.30085 -22.915014, -43.301209 -22.915093, -43.301408 -22.915202, -43.301687 -22.9154, -43.301617 -22.915533, -43.301408 -22.915582, -43.301274 -22.915879, -43.301461 -22.915874, -43.301681 -22.915933, -43.301821 -22.915908, -43.301907 -22.916052, -43.301778 -22.916254, -43.301853 -22.916452, -43.301665 -22.916506, -43.301542 -22.916264, -43.301445 -22.916328, -43.301413 -22.916442, -43.301166 -22.916516, -43.301086 -22.916565, -43.301 -22.916709, -43.300893 -22.916773, -43.300839 -22.916857, -43.300528 -22.916995, -43.300292 -22.91701, -43.30027 -22.917361, -43.299927 -22.917415, -43.299691 -22.917351, -43.299364 -22.917455, -43.298913 -22.91746, -43.298447 -22.917509, -43.298189 -22.917588, -43.297969 -22.917569, -43.297684 -22.917644, -43.296902 -22.917667, -43.296487 -22.917753, -43.296343 -22.917417, -43.296176 -22.917283, -43.295888 -22.917193, -43.296016 -22.917114, -43.296145 -22.91701, -43.296408 -22.916976, -43.296719 -22.91702, -43.296987 -22.917065, -43.297218 -22.91704, -43.297315 -22.916936, -43.297358 -22.916659, -43.297873 -22.916506, -43.298393 -22.91661, -43.298532 -22.916585, -43.298677 -22.916664, -43.29879 -22.916916, -43.299278 -22.917094, -43.299541 -22.916995, -43.29953 -22.916758, -43.299536 -22.916501, -43.299675 -22.916333, -43.299992 -22.916205, -43.300807 -22.915597, -43.300812 -22.915513, -43.300598 -22.91536, -43.300571 -22.915231, -43.30085 -22.915014))"
451,RATO MOLHADO,CV,,ok,"POLYGON ((-43.266808 -22.899977, -43.266963 -22.90016, -43.267164 -22.900531, -43.267295 -22.900864, -43.266572 -22.900636, -43.265386 -22.900268, -43.263832 -22.899652, -43.26364 -22.899704, -43.263568 -22.899858, -43.262932 -22.899582, -43.262881 -22.899446, -43.262833 -22.899342, -43.262019 -22.898946, -43.261651 -22.898801, -43.261478 -22.8991, -43.261321 -22.8994, -43.260917 -22.899224, -43.260856 -22.898631, -43.260812 -22.898245, -43.260947 -22.898008, -43.261316 -22.897315, -43.261494 -22.896839, -43.261594 -22.896441, -43.261532 -22.895243, -43.261577 -22.894845, -43.261807 -22.894813, -43.26174 -22.894984, -43.261743 -22.895342, -43.261875 -22.896108, -43.261984 -22.896761, -43.262074 -22.897247, -43.262155 -22.897447, -43.26239 -22.89781, -43.262472 -22.897877, -43.263004 -22.897786, -43.263083 -22.897826, -43.263146 -22.897882, -43.263231 -22.897927, -43.263454 -22.897912, -43.263488 -22.898172, -43.263522 -22.89844, -43.263573 -22.898828, -43.264088 -22.898848, -43.264368 -22.898863, -43.264857 -22.89897, -43.26528 -22.899166, -43.265619 -22.899345, -43.266547 -22.899777, -43.266808 -22.899977))"
455,MORRO DO BOREL,CV,,ok,"POLYGON ((-43.256073 -22.938115, -43.255912 -22.938402, -43.255826 -22.938718, -43.256073 -22.938975, -43.256062 -22.939192, -43.256492 -22.939459, -43.256438 -22.939755, -43.256159 -22.939834, -43.256084 -22.940249, -43.25588 -22.940407, -43.256052 -22.940684, -43.256459 -22.940753, -43.256588 -22.941079, -43.25661 -22.941287, -43.256964 -22.941228, -43.256899 -22.941662, -43.256631 -22.941889, -43.256245 -22.942235, -43.255848 -22.942275, -43.255612 -22.942216, -43.255344 -22.942383, -43.255033 -22.941919, -43.254764 -22.941988, -43.254239 -22.942196, -43.253809 -22.941563, -43.253638 -22.941158, -43.253627 -22.940526, -43.25352 -22.940131, -43.253176 -22.939923, -43.252726 -22.939874, -43.252661 -22.94016, -43.252479 -22.940585, -43.252039 -22.940486, -43.251846 -22.940318, -43.251953 -22.939696, -43.251996 -22.939459, -43.251868 -22.939123, -43.251642 -22.938807, -43.251449 -22.938698, -43.251406 -22.938342, -43.25161 -22.938115, -43.251986 -22.937908, -43.252415 -22.93776, -43.252554 -22.937008, -43.253176 -22.937127, -43.253316 -22.936979, -43.253316 -22.936771, -43.253037 -22.936682, -43.25293 -22.936445, -43.253316 -22.936376, -43.253777 -22.936436, -43.254196 -22.936426, -43.254807 -22.936426, -43.255129 -22.936623, -43.25558 -22.93688, -43.255987 -22.937097, -43.255998 -22.936712, -43.256266 -22.936969, -43.256502 -22.937097, -43.256653 -22.937483, -43.256814 -22.937838, -43.256685 -22.938194, -43.256073 -22.938115))"
459,FAVELA DA QUITANDA,CV,,ok,"POLYGON ((-43.365563 -22.806654, -43.365499 -22.807495, -43.365756 -22.808157, -43.366142 -22.808622, -43.366754 -22.809107, -43.367312 -22.809631, -43.367709 -22.810116, -43.368943 -22.811688, -43.369608 -22.812291, -43.370252 -22.812954, -43.370498 -22.813943, -43.370423 -22.814289, -43.370091 -22.815278, -43.369919 -22.816336, -43.36993 -22.818007, -43.370037 -22.819342, -43.37008 -22.820183, -43.370037 -22.821755, -43.370037 -22.822556, -43.369898 -22.822517, -43.369608 -22.822388, -43.369522 -22.822576, -43.369147 -22.82221, -43.368278 -22.821884, -43.366568 -22.821391, -43.364965 -22.820744, -43.363557 -22.820638, -43.361653 -22.819918, -43.359764 -22.819661, -43.357404 -22.818989, -43.357742 -22.818304, -43.357978 -22.817671, -43.358268 -22.817048, -43.359426 -22.815021, -43.360993 -22.815664, -43.360059 -22.817464, -43.360209 -22.817602, -43.364276 -22.818502, -43.364624 -22.817093, -43.366244 -22.817404, -43.36618 -22.817671, -43.36647 -22.817681, -43.366561 -22.81778, -43.367097 -22.817884, -43.36729 -22.817755, -43.367489 -22.817607, -43.367591 -22.817449, -43.36773 -22.81729, -43.367462 -22.816568, -43.367977 -22.816296, -43.368084 -22.816578, -43.368251 -22.816573, -43.36832 -22.816544, -43.368331 -22.815847, -43.368851 -22.815777, -43.368884 -22.815589, -43.369533 -22.81555, -43.369764 -22.81462, -43.369876 -22.813997, -43.369935 -22.813592, -43.369882 -22.8133, -43.36978 -22.813068, -43.369635 -22.812806, -43.369506 -22.812642, -43.368674 -22.813023, -43.368422 -22.812573, -43.369034 -22.812178, -43.368514 -22.811579, -43.368347 -22.811322, -43.368031 -22.810956, -43.367666 -22.810452, -43.36655 -22.80929, -43.366357 -22.809156, -43.366159 -22.809033, -43.365692 -22.809492, -43.364238 -22.80838, -43.36404 -22.807643, -43.364544 -22.807262, -43.365139 -22.806847, -43.365719 -22.806516, -43.365563 -22.806654))"
462,FAVELA DA JERUZA,CV,,ok,"POLYGON ((-43.315482 -22.755156, -43.309217 -22.751693, -43.306427 -22.749932, -43.306792 -22.749437, -43.307908 -22.750308, -43.309646 -22.751337, -43.310161 -22.751496, -43.31044 -22.75197, -43.31368 -22.752841, -43.315568 -22.753296, -43.316791 -22.753672, -43.316619 -22.753929, -43.315482 -22.755156))"
463,RUA 1 (BATEAU MOUCHE),CV,,ok,"POLYGON ((-43.356477 -22.908407, -43.356552 -22.908713, -43.35638 -22.908861, -43.356466 -22.909029, -43.356595 -22.90898, -43.356702 -22.909168, -43.356627 -22.909276, -43.356938 -22.909731, -43.357185 -22.909524, -43.357571 -22.90981, -43.35814 -22.910037, -43.358236 -22.910265, -43.358226 -22.910502, -43.358118 -22.910551, -43.357764 -22.910324, -43.357603 -22.91061, -43.357861 -22.910986, -43.358 -22.91147, -43.357957 -22.912123, -43.357786 -22.912419, -43.3574 -22.912221, -43.357131 -22.911994, -43.357281 -22.911372, -43.357056 -22.910966, -43.357024 -22.910531, -43.356606 -22.910215, -43.356423 -22.909879, -43.356058 -22.909929, -43.355758 -22.909968, -43.355672 -22.910097, -43.355146 -22.910126, -43.354932 -22.910087, -43.35475 -22.910344, -43.354717 -22.910561, -43.35446 -22.910858, -43.354095 -22.910591, -43.354376 -22.910121, -43.354471 -22.909869, -43.354301 -22.909577, -43.354134 -22.909444, -43.353963 -22.908722, -43.353673 -22.90849, -43.354438 -22.908217, -43.354835 -22.908399, -43.355173 -22.908172, -43.355817 -22.908044, -43.35578 -22.907705, -43.356477 -22.908407))"
464,MORRO DO CAVALEIRO,CV,,ok,"POLYGON ((-43.389429 -22.835432, -43.388753 -22.835145, -43.38812 -22.834661, -43.387519 -22.835373, -43.387155 -22.835135, -43.386779 -22.834849, -43.386779 -22.834334, -43.386972 -22.834394, -43.38724 -22.834048, -43.38708 -22.833454, -43.386833 -22.83294, -43.385502 -22.831605, -43.386532 -22.83034, -43.387917 -22.829805, -43.388287 -22.830278, -43.387712 -22.830666, -43.388631 -22.832128, -43.389151 -22.83194, -43.390471 -22.834689, -43.39032 -22.835204, -43.389429 -22.835432))"
465,KELSON'S,CV,,ok,"POLYGON ((-43.271167 -22.82222, -43.271113 -22.822013, -43.269129 -22.819427, -43.269767 -22.818932, -43.270239 -22.818655, -43.270867 -22.818374, -43.271296 -22.818571, -43.271854 -22.817469, -43.273898 -22.81828, -43.273763 -22.818591, -43.273297 -22.819624, -43.274396 -22.820055, -43.274826 -22.820549, -43.274702 -22.820653, -43.273608 -22.821503, -43.273066 -22.821919, -43.272878 -22.821914, -43.272723 -22.821973, -43.272503 -22.821938, -43.272422 -22.821968, -43.272304 -22.822393, -43.27217 -22.822502, -43.271682 -22.822878, -43.271167 -22.82222))"
467,COMPLEXO PAULA RAMOS,CV,,ok,"POLYGON ((-43.211614 -22.934854, -43.211957 -22.934942, -43.213255 -22.93428, -43.213437 -22.934686, -43.21215 -22.935209, -43.212944 -22.935249, -43.213631 -22.935703, -43.213834 -22.93599, -43.214822 -22.936415, -43.214682 -22.936632, -43.213588 -22.936178, -43.213588 -22.936375, -43.213491 -22.936474, -43.213813 -22.937096, -43.213845 -22.937521, -43.213598 -22.937729, -43.213899 -22.937966, -43.213502 -22.938114, -43.212676 -22.937986, -43.212429 -22.937857, -43.212526 -22.937778, -43.212955 -22.937877, -43.213352 -22.937936, -43.213405 -22.937709, -43.213362 -22.937452, -43.213073 -22.937047, -43.212837 -22.936701, -43.212665 -22.936415, -43.212418 -22.936494, -43.212418 -22.936059, -43.211796 -22.936513, -43.211667 -22.936543, -43.21141 -22.936375, -43.211195 -22.936642, -43.210959 -22.936583, -43.210948 -22.936484, -43.210315 -22.936444, -43.210133 -22.936296, -43.210165 -22.93595, -43.209951 -22.935891, -43.210197 -22.935002, -43.210122 -22.934715, -43.210358 -22.934389, -43.211238 -22.935259, -43.211614 -22.934854))"
468,FAISÃO,CV,,ok,"POLYGON ((-43.329646 -22.758118, -43.329925 -22.758277, -43.329947 -22.759048, -43.330548 -22.759048, -43.330805 -22.758474, -43.335547 -22.759365, -43.334474 -22.764786, -43.32984 -22.763757, -43.329646 -22.758118))"
469,MORRO DO SALGUEIRO,CV,,ok,"POLYGON ((-43.229619 -22.930406, -43.229694 -22.930653, -43.229458 -22.930782, -43.229201 -22.931197, -43.228707 -22.931197, -43.228374 -22.931315, -43.228482 -22.931671, -43.228256 -22.931789, -43.22786 -22.931542, -43.227956 -22.931839, -43.228063 -22.932224, -43.22787 -22.932511, -43.22757 -22.932649, -43.227366 -22.932511, -43.227559 -22.932194, -43.227656 -22.932086, -43.227548 -22.93175, -43.227108 -22.931928, -43.226969 -22.93175, -43.226712 -22.932017, -43.226465 -22.932145, -43.226078 -22.932333, -43.225639 -22.932471, -43.22536 -22.932284, -43.225274 -22.932106, -43.224974 -22.931967, -43.225102 -22.931641, -43.224984 -22.931394, -43.224888 -22.931167, -43.224512 -22.93088, -43.224512 -22.930604, -43.224576 -22.930337, -43.22463 -22.930031, -43.224898 -22.929833, -43.224287 -22.929952, -43.22404 -22.929704, -43.224212 -22.929527, -43.224061 -22.929408, -43.223944 -22.929191, -43.224008 -22.928964, -43.223858 -22.928657, -43.223954 -22.928301, -43.224179 -22.928104, -43.224072 -22.927966, -43.224201 -22.927768, -43.224469 -22.92759, -43.224737 -22.927481, -43.225006 -22.927491, -43.225145 -22.927768, -43.225177 -22.927946, -43.225585 -22.927966, -43.225789 -22.927827, -43.226057 -22.927827, -43.226304 -22.927876, -43.226475 -22.928104, -43.226368 -22.92845, -43.226551 -22.928677, -43.226905 -22.928766, -43.227344 -22.928855, -43.227559 -22.929141, -43.227881 -22.929339, -43.22845 -22.929418, -43.228793 -22.929319, -43.229083 -22.929645, -43.229297 -22.929546, -43.229565 -22.929645, -43.229909 -22.929833, -43.229898 -22.930129, -43.229619 -22.930406))"
470,MORRO DA PERERECA,CV,,ok,"POLYGON ((-43.331596 -22.790914, -43.33091 -22.790519, -43.331103 -22.789599, -43.331103 -22.787878, -43.331446 -22.787878, -43.333978 -22.78767, -43.334246 -22.787878, -43.334429 -22.789045, -43.334246 -22.790281, -43.334418 -22.790341, -43.334332 -22.790637, -43.334118 -22.790825, -43.333892 -22.7913, -43.331596 -22.790914))"
471,SÃO SEVERINO,CV,,ok,"POLYGON ((-43.37557 -22.946739, -43.375355 -22.947124, -43.375264 -22.947559, -43.374353 -22.9478, -43.374025 -22.94792, -43.373918 -22.947989, -43.372845 -22.949021, -43.372523 -22.948063, -43.372212 -22.947297, -43.37204 -22.946675, -43.37204 -22.946181, -43.372104 -22.945914, -43.372426 -22.945954, -43.372791 -22.946003, -43.37337 -22.946097, -43.374218 -22.946186, -43.374958 -22.94626, -43.37498 -22.946156, -43.37564 -22.94622, -43.37564 -22.946304, -43.375774 -22.946349, -43.37557 -22.946739))"
