territorio_id,nome_territorio,dominio_orcrim,area_fm_ids,geom_quality,geometry_wkt
969,BARÃO (COMPLEXO DO LINS),CV,,ok,"POLYGON ((-43.297425 -22.912167, -43.2975 -22.913071, -43.297414 -22.913096, -43.297425 -22.913032, -43.297323 -22.912963, -43.297178 -22.912982, -43.297221 -22.913175, -43.297194 -22.913284, -43.297028 -22.913388, -43.296814 -22.913486, -43.296712 -22.913412, -43.296583 -22.913457, -43.296502 -22.913398, -43.296411 -22.913239, -43.296352 -22.913126, -43.296325 -22.912963, -43.296229 -22.913032, -43.296116 -22.912987, -43.29602 -22.912824, -43.295885 -22.912508, -43.295741 -22.912118, -43.295628 -22.911782, -43.295655 -22.911545, -43.295585 -22.911337, -43.295607 -22.911214, -43.295521 -22.911036, -43.29544 -22.910813, -43.295392 -22.910655, -43.295258 -22.910403, -43.295183 -22.910403, -43.295161 -22.910324, -43.295269 -22.91028, -43.295247 -22.910196, -43.295537 -22.910146, -43.295601 -22.909563, -43.295295 -22.909618, -43.295242 -22.909351, -43.29492 -22.909395, -43.294877 -22.909291, -43.295194 -22.909158, -43.295129 -22.908931, -43.295065 -22.908936, -43.295033 -22.908807, -43.293756 -22.909232, -43.293772 -22.909108, -43.295033 -22.908649, -43.294888 -22.908066, -43.294716 -22.907349, -43.29514 -22.907246, -43.295403 -22.907937, -43.295633 -22.907858, -43.295735 -22.907873, -43.295698 -22.908002, -43.295762 -22.90815, -43.295869 -22.908313, -43.295971 -22.908525, -43.295993 -22.908669, -43.295998 -22.908807, -43.295891 -22.90903, -43.295837 -22.909321, -43.295869 -22.909608, -43.2958 -22.909687, -43.295891 -22.909899, -43.295918 -22.910087, -43.296143 -22.910052, -43.296159 -22.910235, -43.296004 -22.910275, -43.296106 -22.910601, -43.296041 -22.91067, -43.296132 -22.910952, -43.296427 -22.910897, -43.296996 -22.910734, -43.2972 -22.911401, -43.297425 -22.912167))"
971,ALTO DA KENNEDY,CV,,ok,"POLYGON ((-43.484284 -22.862331, -43.483833 -22.862528, -43.48334 -22.86237, -43.482954 -22.862054, -43.482396 -22.861955, -43.481688 -22.861698, -43.480915 -22.861401, -43.480599 -22.861294, -43.479649 -22.86152, -43.479521 -22.860996, -43.478785 -22.860254, -43.478576 -22.859899, -43.47789 -22.85982, -43.477224 -22.859424, -43.476559 -22.859108, -43.476388 -22.85895, -43.476419 -22.858604, -43.476463 -22.858258, -43.476152 -22.85806, -43.475529 -22.858149, -43.475325 -22.858633, -43.474564 -22.858604, -43.474499 -22.85888, -43.474274 -22.858861, -43.474038 -22.858613, -43.473705 -22.858613, -43.473308 -22.858673, -43.473373 -22.859108, -43.473298 -22.859513, -43.473523 -22.859918, -43.473555 -22.860215, -43.473373 -22.860472, -43.472944 -22.860581, -43.47289 -22.86069, -43.4726 -22.86065, -43.472676 -22.860284, -43.472204 -22.858732, -43.472064 -22.858258, -43.472085 -22.857941, -43.47216 -22.857625, -43.473244 -22.857427, -43.47348 -22.857852, -43.473834 -22.857773, -43.474574 -22.857714, -43.475261 -22.857892, -43.475604 -22.857793, -43.476034 -22.857664, -43.476452 -22.857585, -43.476763 -22.857467, -43.477053 -22.857447, -43.477364 -22.857477, -43.477954 -22.857704, -43.478319 -22.857823, -43.479413 -22.858129, -43.479628 -22.858524, -43.479671 -22.860086, -43.480207 -22.86064, -43.480872 -22.860996, -43.481967 -22.861214, -43.482546 -22.861233, -43.483018 -22.861589, -43.483469 -22.861906, -43.483941 -22.861906, -43.484263 -22.861777, -43.484284 -22.862331))"
972,MORRO DO SANDÁ,CV,,ok,"POLYGON ((-43.470034 -22.89321, -43.469626 -22.894386, -43.469358 -22.89488, -43.468682 -22.894663, -43.468253 -22.894416, -43.468285 -22.894149, -43.467963 -22.894139, -43.467588 -22.893832, -43.467094 -22.893773, -43.466633 -22.893803, -43.466504 -22.89315, -43.465871 -22.893032, -43.465388 -22.892943, -43.46468 -22.893437, -43.465914 -22.895008, -43.46586 -22.895226, -43.466075 -22.895463, -43.466064 -22.895779, -43.466236 -22.896056, -43.465968 -22.896066, -43.46542 -22.89573, -43.46483 -22.895552, -43.464508 -22.895424, -43.464058 -22.895256, -43.463575 -22.89487, -43.462963 -22.894455, -43.462588 -22.894672, -43.462105 -22.894584, -43.461987 -22.894277, -43.462019 -22.893862, -43.462931 -22.892735, -43.463661 -22.891826, -43.463929 -22.89151, -43.463747 -22.891401, -43.463994 -22.891193, -43.464315 -22.891332, -43.464444 -22.891322, -43.464637 -22.891391, -43.464938 -22.891233, -43.465142 -22.891233, -43.465635 -22.89146, -43.465571 -22.891915, -43.467276 -22.89231, -43.467341 -22.892538, -43.468081 -22.892538, -43.468575 -22.892765, -43.469873 -22.892814, -43.470034 -22.89321))"
973,GROTA (BATEAU MOUCHE),CV,,ok,"POLYGON ((-43.353297 -22.906944, -43.353222 -22.907111, -43.353201 -22.907334, -43.353335 -22.907704, -43.353464 -22.90805, -43.353555 -22.908367, -43.353673 -22.90849, -43.353963 -22.908722, -43.353979 -22.908925, -43.354011 -22.909187, -43.354134 -22.909444, -43.354301 -22.909577, -43.354397 -22.909928, -43.354376 -22.910121, -43.354199 -22.910511, -43.354043 -22.910659, -43.353807 -22.910689, -43.353587 -22.910699, -43.353276 -22.910645, -43.353319 -22.910546, -43.353635 -22.910546, -43.353684 -22.910462, -43.353748 -22.910338, -43.353694 -22.9102, -43.353196 -22.909928, -43.352809 -22.909701, -43.352546 -22.909513, -43.352396 -22.909315, -43.352058 -22.909128, -43.35171 -22.909044, -43.351667 -22.909202, -43.351404 -22.909202, -43.351195 -22.909103, -43.351205 -22.908861, -43.35105 -22.908806, -43.351044 -22.908663, -43.35112 -22.908421, -43.350916 -22.908406, -43.350867 -22.90812, -43.3509 -22.907922, -43.35098 -22.907611, -43.351082 -22.907383, -43.351307 -22.907191, -43.351431 -22.907008, -43.351516 -22.906948, -43.35164 -22.907008, -43.351763 -22.907028, -43.35186 -22.906978, -43.352782 -22.906227, -43.352868 -22.906113, -43.352589 -22.905802, -43.353222 -22.905288, -43.353619 -22.905629, -43.353759 -22.905837, -43.353705 -22.905921, -43.353485 -22.906084, -43.353501 -22.906291, -43.353485 -22.906489, -43.353297 -22.906944))"
974,MORRO DO TOMATE (COMPLEXO DA CHACRINHA),CV,,ok,"POLYGON ((-43.367197 -22.898527, -43.367125 -22.898453, -43.367119 -22.898315, -43.367152 -22.898162, -43.366969 -22.898191, -43.366706 -22.898162, -43.366406 -22.898132, -43.366202 -22.898186, -43.365784 -22.898241, -43.365875 -22.898117, -43.365832 -22.898023, -43.365617 -22.898097, -43.365456 -22.898008, -43.365274 -22.898221, -43.365124 -22.898349, -43.364759 -22.898354, -43.3644 -22.89831, -43.364206 -22.898369, -43.364094 -22.898488, -43.364164 -22.898557, -43.364158 -22.89872, -43.364056 -22.898863, -43.363868 -22.898834, -43.36345 -22.898794, -43.363504 -22.898651, -43.363257 -22.898606, -43.36308 -22.898384, -43.363225 -22.898369, -43.363396 -22.898473, -43.363541 -22.898498, -43.363563 -22.89831, -43.363584 -22.898073, -43.36367 -22.897944, -43.363761 -22.897796, -43.363944 -22.897727, -43.36382 -22.897579, -43.363686 -22.89747, -43.363482 -22.897391, -43.363407 -22.897262, -43.363241 -22.897188, -43.362999 -22.897198, -43.362865 -22.897149, -43.362608 -22.897173, -43.36234 -22.897065, -43.362082 -22.89703, -43.362002 -22.896887, -43.361971 -22.896166, -43.362447 -22.895943, -43.363085 -22.895819, -43.364625 -22.896378, -43.367696 -22.897559, -43.367197 -22.898527))"
975,VILA VERDE (COMPLEXO DA CHACRINHA),CV,,ok,"POLYGON ((-43.364793 -22.894809, -43.364736 -22.89439, -43.364171 -22.894299, -43.363996 -22.89416, -43.363811 -22.89395, -43.363615 -22.893701, -43.363216 -22.893513, -43.363205 -22.893416, -43.363393 -22.893104, -43.363522 -22.893045, -43.363704 -22.893001, -43.363962 -22.892749, -43.364504 -22.892388, -43.364664 -22.892413, -43.364831 -22.892586, -43.364997 -22.892531, -43.364895 -22.892432, -43.364933 -22.892235, -43.3649 -22.892121, -43.365072 -22.891973, -43.365426 -22.892333, -43.366386 -22.892838, -43.3674 -22.893465, -43.367062 -22.893984, -43.366714 -22.894538, -43.366226 -22.894888, -43.365829 -22.895145, -43.364943 -22.895476, -43.364874 -22.895467, -43.364793 -22.894809))"
976,CORCUNDINHA,Milícia,,ok,"POLYGON ((-43.579839 -22.884273, -43.580526 -22.884451, -43.580821 -22.884392, -43.581148 -22.884273, -43.581502 -22.883928, -43.581964 -22.883443, -43.582296 -22.883305, -43.583004 -22.883265, -43.583884 -22.883216, -43.584066 -22.885786, -43.584624 -22.885756, -43.584753 -22.887436, -43.58486 -22.889265, -43.585043 -22.88973, -43.584978 -22.889838, -43.581717 -22.8905, -43.581223 -22.890639, -43.580976 -22.890906, -43.580762 -22.891291, -43.580644 -22.891519, -43.580236 -22.891301, -43.579946 -22.890975, -43.57971 -22.889957, -43.579485 -22.888919, -43.579431 -22.88801, -43.57941 -22.887328, -43.57933 -22.885541, -43.579839 -22.884273))"
977,VALVERDE,Milícia,,ok,"POLYGON ((-43.5272 -22.780925, -43.526471 -22.779975, -43.526084 -22.778511, -43.525312 -22.776928, -43.523638 -22.776018, -43.521106 -22.779777, -43.51969 -22.774277, -43.517759 -22.773723, -43.517373 -22.771942, -43.522308 -22.771784, -43.525913 -22.772813, -43.529131 -22.774158, -43.53205 -22.776691, -43.5272 -22.780925))"
979,VIEGAS,Milícia,,ok,"POLYGON ((-43.493022 -22.88994, -43.494353 -22.890375, -43.495383 -22.891759, -43.496627 -22.892352, -43.498279 -22.892648, -43.498762 -22.893073, -43.499717 -22.892806, -43.5002 -22.894506, -43.498966 -22.895099, -43.499127 -22.895702, -43.49955 -22.896894, -43.499162 -22.897113, -43.498817 -22.896749, -43.498044 -22.89633, -43.497614 -22.896167, -43.496455 -22.898352, -43.497271 -22.899206, -43.496359 -22.900148, -43.497244 -22.900856, -43.49637 -22.901188, -43.496262 -22.900378, -43.495522 -22.900397, -43.494959 -22.8993, -43.494227 -22.900669, -43.492724 -22.900167, -43.491994 -22.900193, -43.491585 -22.90184, -43.490759 -22.90096, -43.489933 -22.901187, -43.489911 -22.90187, -43.489246 -22.902038, -43.489246 -22.900773, -43.491853 -22.890899, -43.493022 -22.88994))"
980,SETE DE ABRIL,Milícia,,ok,"POLYGON ((-43.64102 -22.929308, -43.639842 -22.930696, -43.639195 -22.931454, -43.637924 -22.932927, -43.637377 -22.933582, -43.636805 -22.934245, -43.636683 -22.934315, -43.63669 -22.934366, -43.636757 -22.934751, -43.637641 -22.93438, -43.637816 -22.935248, -43.636381 -22.935809, -43.636514 -22.936953, -43.636357 -22.937159, -43.636056 -22.937276, -43.635582 -22.9374, -43.635289 -22.93761, -43.634499 -22.938049, -43.633484 -22.937436, -43.633106 -22.9375, -43.632929 -22.937548, -43.632709 -22.937497, -43.63254 -22.937434, -43.632408 -22.937395, -43.632197 -22.937298, -43.632076 -22.937401, -43.631661 -22.937632, -43.631281 -22.937432, -43.630949 -22.937493, -43.630831 -22.937726, -43.630677 -22.937568, -43.630756 -22.937438, -43.63057 -22.937338, -43.63036 -22.937571, -43.630112 -22.937494, -43.629736 -22.937274, -43.629345 -22.937019, -43.628997 -22.936895, -43.62874 -22.93682, -43.628644 -22.936907, -43.628538 -22.936834, -43.628591 -22.93667, -43.628505 -22.936566, -43.628251 -22.93647, -43.628001 -22.936348, -43.627705 -22.936297, -43.62742 -22.936256, -43.626989 -22.936162, -43.626564 -22.93559, -43.626662 -22.935083, -43.626944 -22.934655, -43.626932 -22.934455, -43.627603 -22.93372, -43.627292 -22.933514, -43.627088 -22.933151, -43.626802 -22.932995, -43.627201 -22.931955, -43.627136 -22.931634, -43.627544 -22.931597, -43.627957 -22.93158, -43.628134 -22.93172, -43.628354 -22.931851, -43.629094 -22.931668, -43.629727 -22.931526, -43.630328 -22.931379, -43.630317 -22.930808, -43.630072 -22.92981, -43.629976 -22.929256, -43.629977 -22.928742, -43.629984 -22.928346, -43.630331 -22.928334, -43.630521 -22.928321, -43.630515 -22.928256, -43.630552 -22.928141, -43.630678 -22.927945, -43.63083 -22.927706, -43.630901 -22.92758, -43.630969 -22.927486, -43.631042 -22.927388, -43.631124 -22.92722, -43.631223 -22.92705, -43.631262 -22.926865, -43.631296 -22.926774, -43.631271 -22.926778, -43.631273 -22.926721, -43.631376 -22.926375, -43.631529 -22.926269, -43.631784 -22.926155, -43.631934 -22.926087, -43.632598 -22.925719, -43.63265 -22.925655, -43.632652 -22.925596, -43.632618 -22.925518, -43.632583 -22.9254, -43.632614 -22.925299, -43.632782 -22.925234, -43.633287 -22.925081, -43.634122 -22.92481, -43.635015 -22.924526, -43.634967 -22.924311, -43.63489 -22.924002, -43.634774 -22.923516, -43.634655 -22.922971, -43.634577 -22.922504, -43.634464 -22.922032, -43.634979 -22.921991, -43.636135 -22.922705, -43.637157 -22.923385, -43.637312 -22.92363, -43.63861 -22.925764, -43.638884 -22.926165, -43.639587 -22.927237, -43.639721 -22.927521, -43.640316 -22.927834, -43.640594 -22.927891, -43.640862 -22.927878, -43.64102 -22.929308))"
981,JARDIM ANÁPOLIS,Milícia,,ok,"POLYGON ((-43.6165 -22.914051, -43.616516 -22.915366, -43.616178 -22.915465, -43.614918 -22.915796, -43.613727 -22.916083, -43.6134 -22.916176, -43.613051 -22.9162, -43.612246 -22.916166, -43.611753 -22.916078, -43.61141 -22.915964, -43.611077 -22.915894, -43.610887 -22.915857, -43.610482 -22.91584, -43.610176 -22.915822, -43.609864 -22.915839, -43.609575 -22.915807, -43.609285 -22.915825, -43.608765 -22.915802, -43.608341 -22.91577, -43.607198 -22.91538, -43.606967 -22.915326, -43.606973 -22.91476, -43.606968 -22.914199, -43.6165 -22.914051))"
982,VILA DO CÉU - COSMOS,Milícia,,ok,"POLYGON ((-43.609024 -22.911458, -43.606435 -22.910953, -43.602618 -22.910189, -43.602637 -22.909826, -43.602665 -22.909538, -43.602629 -22.909349, -43.602568 -22.908058, -43.602444 -22.906965, -43.602194 -22.904581, -43.602114 -22.904111, -43.602258 -22.903958, -43.602934 -22.903889, -43.603685 -22.903691, -43.604179 -22.903355, -43.605938 -22.90462, -43.606518 -22.905075, -43.607054 -22.905174, -43.607634 -22.905253, -43.607998 -22.90547, -43.608535 -22.90632, -43.608964 -22.906755, -43.609586 -22.907289, -43.610488 -22.907882, -43.610745 -22.908099, -43.611153 -22.908119, -43.611566 -22.911899, -43.609024 -22.911458))"
983,MORRO DO DIVINO,Milícia,,ok,"POLYGON ((-43.343903 -22.889475, -43.34408 -22.889415, -43.344225 -22.889351, -43.344338 -22.889529, -43.344467 -22.88949, -43.344601 -22.889717, -43.344359 -22.889885, -43.344311 -22.889954, -43.344343 -22.890167, -43.344536 -22.890458, -43.344552 -22.890606, -43.344949 -22.891165, -43.345024 -22.891392, -43.345389 -22.891229, -43.345743 -22.891832, -43.344826 -22.892287, -43.343807 -22.892786, -43.343195 -22.891793, -43.342932 -22.891852, -43.342659 -22.891659, -43.34275 -22.891521, -43.343061 -22.891382, -43.343302 -22.891605, -43.343635 -22.891377, -43.343742 -22.89118, -43.343415 -22.890858, -43.343244 -22.890755, -43.342664 -22.890844, -43.342214 -22.890656, -43.342342 -22.890369, -43.342289 -22.890152, -43.342578 -22.889776, -43.343206 -22.88985, -43.343474 -22.889756, -43.343657 -22.889598, -43.343903 -22.889475))"
984,CONJUNTO ALVORADA,Milícia,,ok,"POLYGON ((-43.722514 -22.901318, -43.722192 -22.900548, -43.72054 -22.894954, -43.720261 -22.894163, -43.718802 -22.892147, -43.718073 -22.891415, -43.715347 -22.888984, -43.717665 -22.887383, -43.719381 -22.886454, -43.719703 -22.886612, -43.723759 -22.890051, -43.723952 -22.890249, -43.722107 -22.891475, -43.723609 -22.89353, -43.723051 -22.894044, -43.724682 -22.896179, -43.727192 -22.899658, -43.722514 -22.901318))"
985,CONJUNTO CESARÃO,Milícia,,ok,"POLYGON ((-43.666864 -22.936707, -43.666778 -22.937478, -43.666263 -22.939157, -43.665834 -22.939908, -43.664997 -22.940541, -43.663581 -22.941054, -43.66313 -22.941311, -43.66253 -22.941054, -43.661822 -22.940422, -43.661264 -22.94058, -43.660813 -22.940738, -43.660749 -22.941153, -43.660684 -22.941351, -43.660105 -22.941292, -43.660019 -22.941509, -43.659547 -22.941588, -43.659139 -22.941608, -43.658753 -22.941568, -43.658603 -22.941114, -43.658367 -22.94056, -43.657981 -22.940422, -43.658131 -22.940817, -43.658302 -22.941292, -43.658281 -22.941845, -43.657895 -22.942082, -43.657187 -22.942023, -43.656865 -22.942062, -43.656436 -22.941706, -43.656693 -22.941212, -43.656371 -22.940956, -43.656049 -22.941054, -43.655577 -22.940817, -43.655191 -22.940778, -43.654976 -22.940442, -43.654504 -22.940462, -43.654204 -22.940995, -43.653839 -22.941173, -43.653603 -22.940936, -43.65356 -22.940402, -43.653367 -22.940066, -43.653045 -22.939987, -43.652831 -22.939711, -43.652337 -22.939513, -43.652305 -22.938861, -43.653013 -22.938821, -43.653035 -22.938456, -43.652874 -22.936638, -43.652842 -22.936331, -43.652605 -22.934454, -43.652455 -22.934494, -43.652262 -22.934434, -43.652133 -22.934316, -43.651962 -22.934395, -43.651876 -22.934089, -43.65179 -22.933772, -43.652241 -22.933792, -43.652123 -22.932231, -43.652101 -22.93148, -43.65223 -22.93144, -43.652166 -22.930532, -43.652455 -22.930492, -43.652198 -22.927844, -43.652069 -22.927607, -43.65238 -22.927261, -43.652659 -22.92733, -43.652906 -22.927676, -43.653292 -22.92817, -43.653947 -22.928634, -43.654805 -22.929237, -43.655202 -22.929632, -43.655921 -22.931006, -43.656564 -22.93146, -43.657938 -22.932201, -43.66062 -22.9331, -43.66268 -22.933743, -43.664268 -22.93398, -43.664772 -22.934217, -43.66533 -22.93477, -43.66607 -22.935482, -43.666778 -22.936015, -43.666864 -22.936707))"
986,805 (JORDÃO),Milícia,,ok,"POLYGON ((-43.375888 -22.907302, -43.375566 -22.907243, -43.375598 -22.90751, -43.37533 -22.907599, -43.375062 -22.907431, -43.374847 -22.907322, -43.374396 -22.907441, -43.374225 -22.90747, -43.374064 -22.907391, -43.373667 -22.907559, -43.373752 -22.907707, -43.373527 -22.907826, -43.373506 -22.908113, -43.373538 -22.90831, -43.373956 -22.908231, -43.374149 -22.908379, -43.3743 -22.908458, -43.374343 -22.908706, -43.373806 -22.908814, -43.373828 -22.909052, -43.374128 -22.909466, -43.374096 -22.909664, -43.373763 -22.909704, -43.373645 -22.91, -43.373001 -22.910356, -43.372208 -22.910984, -43.371376 -22.910332, -43.371093 -22.909586, -43.37232 -22.907862, -43.372153 -22.907734, -43.372535 -22.90713, -43.372776 -22.907055, -43.372862 -22.907193, -43.373184 -22.907144, -43.373377 -22.906956, -43.37372 -22.906986, -43.373967 -22.906976, -43.374546 -22.906719, -43.37489 -22.906512, -43.375244 -22.906482, -43.375544 -22.906699, -43.375684 -22.906591, -43.375791 -22.90665, -43.375748 -22.906887, -43.375973 -22.907016, -43.375888 -22.907302))"
987,IPASE PRAÇA SECA,Milícia,,ok,"POLYGON ((-43.356325 -22.903843, -43.356968 -22.904881, -43.357344 -22.905968, -43.355855 -22.906408, -43.3555 -22.90581, -43.355613 -22.905682, -43.355425 -22.905341, -43.35557 -22.905291, -43.355474 -22.905024, -43.355254 -22.905098, -43.355254 -22.904926, -43.355345 -22.904846, -43.355254 -22.904659, -43.354948 -22.904891, -43.354782 -22.905064, -43.35454 -22.905098, -43.35405 -22.904604, -43.35405 -22.904466, -43.3553 -22.903498, -43.35507 -22.903182, -43.355598 -22.902799, -43.356325 -22.903843))"
988,FAVELA DA GUARDA,Milícia,,ok,"POLYGON ((-43.282828 -22.882233, -43.272743 -22.87991, -43.272829 -22.879683, -43.274331 -22.880078, -43.274438 -22.87992, -43.274535 -22.879683, -43.276552 -22.880434, -43.278912 -22.880968, -43.278816 -22.880029, -43.279904 -22.880617, -43.280768 -22.881086, -43.281744 -22.881437, -43.28271 -22.881808, -43.283418 -22.88206, -43.284499 -22.882302, -43.284577 -22.882544, -43.28448 -22.882579, -43.282828 -22.882233))"
989,CONJUNTO CESARINHO,Milícia,,ok,"POLYGON ((-43.640027 -22.919015, -43.640162 -22.919072, -43.640348 -22.919164, -43.641518 -22.919621, -43.641394 -22.919946, -43.641265 -22.920285, -43.641078 -22.920794, -43.640988 -22.921054, -43.640983 -22.921104, -43.64101 -22.92115, -43.640996 -22.92123, -43.640902 -22.921423, -43.640726 -22.92172, -43.641396 -22.922135, -43.641651 -22.922313, -43.641906 -22.922491, -43.642083 -22.922733, -43.642297 -22.923158, -43.642434 -22.923363, -43.642522 -22.923509, -43.642657 -22.923551, -43.642584 -22.923901, -43.641797 -22.923734, -43.641166 -22.923604, -43.64119 -22.923414, -43.641254 -22.923138, -43.640196 -22.922971, -43.639616 -22.922884, -43.639246 -22.922828, -43.639143 -22.922802, -43.639047 -22.922757, -43.638916 -22.922475, -43.638845 -22.922266, -43.638816 -22.922111, -43.638819 -22.922053, -43.638752 -22.922024, -43.638702 -22.92196, -43.63876 -22.921655, -43.638693 -22.921642, -43.638634 -22.921602, -43.638585 -22.921338, -43.638542 -22.92085, -43.638535 -22.920426, -43.638611 -22.920403, -43.638638 -22.920344, -43.638647 -22.920297, -43.638684 -22.920171, -43.638706 -22.920083, -43.639012 -22.920233, -43.639171 -22.920294, -43.639323 -22.920339, -43.639583 -22.920384, -43.63974 -22.920419, -43.639838 -22.919675, -43.639916 -22.919302, -43.639964 -22.919041, -43.640027 -22.919015))"
990,LOTEAMENTO MONTEIRO,Milícia,,ok,"POLYGON ((-43.577384 -22.942904, -43.577276 -22.944238, -43.577019 -22.944673, -43.57674 -22.945364, -43.576762 -22.946016, -43.577212 -22.946827, -43.577234 -22.947321, -43.576483 -22.947182, -43.575646 -22.947024, -43.575345 -22.946787, -43.573886 -22.94651, -43.572921 -22.946392, -43.57232 -22.946036, -43.571869 -22.945661, -43.571204 -22.945443, -43.570281 -22.943349, -43.56953 -22.941906, -43.569316 -22.941551, -43.568822 -22.941136, -43.568586 -22.940656, -43.568307 -22.939945, -43.568093 -22.939708, -43.568071 -22.93958, -43.568479 -22.939481, -43.568468 -22.93867, -43.568468 -22.938256, -43.56835 -22.936803, -43.569037 -22.936724, -43.569048 -22.936892, -43.569412 -22.937011, -43.569713 -22.936932, -43.56967 -22.936576, -43.571773 -22.93623, -43.571762 -22.93704, -43.57188 -22.937317, -43.573006 -22.937524, -43.573071 -22.937682, -43.572953 -22.938275, -43.573532 -22.938335, -43.573618 -22.937989, -43.57483 -22.938226, -43.574685 -22.93855, -43.576424 -22.938809, -43.576458 -22.93869, -43.576464 -22.938592, -43.576052 -22.937596, -43.575699 -22.936785, -43.575565 -22.936502, -43.575536 -22.93643, -43.57565 -22.936394, -43.575783 -22.936398, -43.575658 -22.936164, -43.575573 -22.935912, -43.575498 -22.935601, -43.575412 -22.935157, -43.575348 -22.934644, -43.575434 -22.934171, -43.575348 -22.933897, -43.575092 -22.93331, -43.574772 -22.932531, -43.575142 -22.932969, -43.576342 -22.934035, -43.576684 -22.93428, -43.577069 -22.934415, -43.577365 -22.934507, -43.577765 -22.934533, -43.578025 -22.934737, -43.578113 -22.935059, -43.577384 -22.942904))"
991,MÁRIO LARRUBIA,Milícia,,ok,"POLYGON ((-43.567241 -22.956977, -43.566222 -22.959269, -43.562874 -22.958943, -43.564387 -22.956039, -43.564452 -22.955219, -43.56354 -22.955318, -43.56251 -22.956355, -43.561587 -22.957669, -43.560278 -22.958025, -43.559098 -22.957787, -43.559162 -22.956721, -43.559935 -22.955841, -43.560761 -22.956148, -43.561104 -22.955021, -43.562027 -22.954468, -43.561094 -22.954527, -43.561673 -22.954182, -43.562381 -22.954083, -43.563143 -22.954132, -43.563743 -22.954132, -43.564301 -22.954023, -43.565106 -22.954162, -43.565664 -22.954369, -43.565685 -22.954764, -43.565288 -22.955387, -43.56502 -22.955495, -43.564666 -22.956088, -43.567241 -22.956977))"
992,FUNDÃO DA PARTE BAIXA,Milícia,,ok,"POLYGON ((-43.629943 -22.989105, -43.628261 -22.988065, -43.627832 -22.987759, -43.62736 -22.987275, -43.62677 -22.986712, -43.625933 -22.986287, -43.626169 -22.98609, -43.626458 -22.985971, -43.627692 -22.986376, -43.630439 -22.987324, -43.629943 -22.989105))"
993,FAVELA JD MORIÇABA,Milícia,,ok,"POLYGON ((-43.532841 -22.89861, -43.53342 -22.899213, -43.534118 -22.89946, -43.533731 -22.900113, -43.533924 -22.90031, -43.534418 -22.900251, -43.53474 -22.900617, -43.534836 -22.901309, -43.534686 -22.901615, -43.535137 -22.901941, -43.53518 -22.902218, -43.53519 -22.902613, -43.536317 -22.903078, -43.535952 -22.903631, -43.53518 -22.904797, -43.533978 -22.906458, -43.533603 -22.906171, -43.533109 -22.905726, -43.533409 -22.905232, -43.532315 -22.905015, -43.531564 -22.904955, -43.531371 -22.904442, -43.531564 -22.904086, -43.531779 -22.903611, -43.532508 -22.903414, -43.533002 -22.903078, -43.532422 -22.902425, -43.532079 -22.901951, -43.530599 -22.902188, -43.530212 -22.90284, -43.529697 -22.902821, -43.529569 -22.902465, -43.529376 -22.901872, -43.529504 -22.90116, -43.530191 -22.901279, -43.531049 -22.900844, -43.531435 -22.900231, -43.531907 -22.899915, -43.53195 -22.899539, -43.532766 -22.898689, -43.532841 -22.89861))"
994,GUACHA,Milícia,,ok,"POLYGON ((-43.604317 -22.88651, -43.601956 -22.886392, -43.601029 -22.886826, -43.600004 -22.886629, -43.600111 -22.885344, -43.600347 -22.884474, -43.601248 -22.883565, -43.601291 -22.882517, -43.60584 -22.880006, -43.605905 -22.880362, -43.605132 -22.880797, -43.606162 -22.881489, -43.606248 -22.882201, -43.605025 -22.883031, -43.605733 -22.884613, -43.606334 -22.884415, -43.606527 -22.883802, -43.607213 -22.883703, -43.607557 -22.885245, -43.604317 -22.88651))"
995,CASINHAS (RIO DAS PEDRAS),Milícia,,ok,"POLYGON ((-43.330269 -22.974711, -43.330317 -22.974824, -43.330274 -22.974982, -43.330215 -22.975012, -43.329979 -22.974809, -43.329931 -22.974794, -43.329298 -22.975441, -43.328971 -22.9752, -43.328735 -22.974992, -43.3283 -22.974552, -43.328472 -22.97434, -43.328772 -22.973629, -43.328836 -22.973575, -43.329185 -22.973881, -43.329486 -22.974118, -43.330017 -22.974424, -43.330178 -22.974552, -43.330269 -22.974711))"
997,MORRO DO JORDÃO (PARTE ALTA),Milícia,,ok,"POLYGON ((-43.372399 -22.90725, -43.372153 -22.907734, -43.37232 -22.907862, -43.371601 -22.908722, -43.371093 -22.909586, -43.37091 -22.909512, -43.370873 -22.909393, -43.369627 -22.909137, -43.367857 -22.909072, -43.367734 -22.908933, -43.367449 -22.90925, -43.367063 -22.909561, -43.366827 -22.909384, -43.366891 -22.908959, -43.367771 -22.908316, -43.368114 -22.908474, -43.368619 -22.908405, -43.369273 -22.908079, -43.369681 -22.907822, -43.369949 -22.907417, -43.369831 -22.90718, -43.369906 -22.906982, -43.370089 -22.907002, -43.369273 -22.905776, -43.369327 -22.905638, -43.369574 -22.905668, -43.370046 -22.905846, -43.370528 -22.905678, -43.371322 -22.905984, -43.371719 -22.906142, -43.372213 -22.906271, -43.372342 -22.906379, -43.372406 -22.906745, -43.372535 -22.90713, -43.372399 -22.90725))"
