fact_id,source,layer,lat,lon,geom_quality,area_fm_id,area_fm_nome,bairro,ano,mes,hora,dia_semana,category,orgao_responsavel,attributes_json,prov_file,prov_row_id,ingested_at
fatores_urbanos:1658,fatores_urbanos,fator_urbano,-22.9841235,-43.2070933,ok,,,Ipanema,,,,,Vegetação encobrindo iluminação pública,COMLURB,"{""id_resposta_ocorrencia"": ""983"", ""logradouro"": ""Rua Visconde de Pirajá"", ""subarea_nome"": ""General Osório - Nossa Senhora da Paz"", ""valido"": null, ""tipo_pessoa_descricao"": null, ""ocupacao_drogas_descricao"": null, ""item_praca_descricao"": null}",fatores_urbanos.csv,1658,2026-05-24T15:59:59+00:00
fatores_urbanos:1659,fatores_urbanos,fator_urbano,-22.979362,-43.2200833,ok,,,Leblon,,,,,Vegetação encobrindo iluminação pública,COMLURB,"{""id_resposta_ocorrencia"": ""1118"", ""logradouro"": ""Rua Gilberto Cardoso"", ""subarea_nome"": null, ""valido"": null, ""tipo_pessoa_descricao"": null, ""ocupacao_drogas_descricao"": null, ""item_praca_descricao"": null}",fatores_urbanos.csv,1659,2026-05-24T15:59:59+00:00
fatores_urbanos:1660,fatores_urbanos,fator_urbano,-22.9727618,-43.2251175,ok,,,Gávea,,,,,Vegetação encobrindo iluminação pública,COMLURB,"{""id_resposta_ocorrencia"": ""1620"", ""logradouro"": ""Praça Santos Dumont"", ""subarea_nome"": ""Praça Santos Dumont - Parque dos Patins"", ""valido"": ""TRUE"", ""tipo_pessoa_descricao"": null, ""ocupacao_drogas_descricao"": null, ""item_praca_descricao"": null}",fatores_urbanos.csv,1660,2026-05-24T15:59:59+00:00
fatores_urbanos:1661,fatores_urbanos,fator_urbano,-22.9542286,-43.1806829,ok,12,Rio Sul,Botafogo,,,,,Vegetação encobrindo iluminação pública,COMLURB,"{""id_resposta_ocorrencia"": ""2689"", ""logradouro"": ""Rua General Severiano"", ""subarea_nome"": ""Rio Sul"", ""valido"": ""TRUE"", ""tipo_pessoa_descricao"": null, ""ocupacao_drogas_descricao"": null, ""item_praca_descricao"": null}",fatores_urbanos.csv,1661,2026-05-24T15:59:59+00:00
fatores_urbanos:1662,fatores_urbanos,fator_urbano,-22.9860282,-43.2151767,ok,10,Jardim de Alah,Ipanema,,,,,Vegetação encobrindo iluminação pública,COMLURB,"{""id_resposta_ocorrencia"": ""1632"", ""logradouro"": ""Avenida Vieira Souto"", ""subarea_nome"": ""Jardim de Alah"", ""valido"": ""TRUE"", ""tipo_pessoa_descricao"": null, ""ocupacao_drogas_descricao"": null, ""item_praca_descricao"": null}",fatores_urbanos.csv,1662,2026-05-24T15:59:59+00:00
fatores_urbanos:1663,fatores_urbanos,fator_urbano,-22.9836393,-43.2167138,ok,10,Jardim de Alah,Leblon,,,,,Vegetação encobrindo iluminação pública,COMLURB,"{""id_resposta_ocorrencia"": ""3085"", ""logradouro"": ""Avenida Ataulfo de Paiva"", ""subarea_nome"": ""Jardim de Alah"", ""valido"": ""TRUE"", ""tipo_pessoa_descricao"": null, ""ocupacao_drogas_descricao"": null, ""item_praca_descricao"": null}",fatores_urbanos.csv,1663,2026-05-24T15:59:59+00:00
fatores_urbanos:1664,fatores_urbanos,fator_urbano,-22.9807448,-43.21882,ok,,,Leblon,,,,,Vegetação encobrindo iluminação pública,COMLURB,"{""id_resposta_ocorrencia"": ""1124"", ""logradouro"": ""Rua Ministro Corrêa de Melo"", ""subarea_nome"": null, ""valido"": null, ""tipo_pessoa_descricao"": null, ""ocupacao_drogas_descricao"": null, ""item_praca_descricao"": null}",fatores_urbanos.csv,1664,2026-05-24T15:59:59+00:00
fatores_urbanos:1665,fatores_urbanos,fator_urbano,-22.9863557,-43.2008665,ok,,,Ipanema,,,,,Vegetação encobrindo iluminação pública,COMLURB,"{""id_resposta_ocorrencia"": ""973"", ""logradouro"": ""Rua Farme de Amoedo"", ""subarea_nome"": ""General Osório - Nossa Senhora da Paz"", ""valido"": null, ""tipo_pessoa_descricao"": null, ""ocupacao_drogas_descricao"": null, ""item_praca_descricao"": null}",fatores_urbanos.csv,1665,2026-05-24T15:59:59+00:00
fatores_urbanos:1666,fatores_urbanos,fator_urbano,-22.9855013,-43.2029104,ok,,,Ipanema,,,,,Vegetação encobrindo iluminação pública,COMLURB,"{""id_resposta_ocorrencia"": ""961"", ""logradouro"": ""Rua Vinícius de Moraes"", ""subarea_nome"": ""General Osório - Nossa Senhora da Paz"", ""valido"": null, ""tipo_pessoa_descricao"": null, ""ocupacao_drogas_descricao"": null, ""item_praca_descricao"": null}",fatores_urbanos.csv,1666,2026-05-24T15:59:59+00:00
fatores_urbanos:1667,fatores_urbanos,fator_urbano,-22.9834395,-43.2049019,ok,,,Ipanema,,,,,Vegetação encobrindo iluminação pública,COMLURB,"{""id_resposta_ocorrencia"": ""977"", ""logradouro"": ""Rua Joana Angélica"", ""subarea_nome"": null, ""valido"": null, ""tipo_pessoa_descricao"": null, ""ocupacao_drogas_descricao"": null, ""item_praca_descricao"": null}",fatores_urbanos.csv,1667,2026-05-24T15:59:59+00:00
fatores_urbanos:1668,fatores_urbanos,fator_urbano,-22.9856742,-43.1986886,ok,,,Ipanema,,,,,Vegetação encobrindo iluminação pública,COMLURB,"{""id_resposta_ocorrencia"": ""949"", ""logradouro"": ""Rua Prudente de Morais"", ""subarea_nome"": ""General Osório - Nossa Senhora da Paz"", ""valido"": null, ""tipo_pessoa_descricao"": null, ""ocupacao_drogas_descricao"": null, ""item_praca_descricao"": null}",fatores_urbanos.csv,1668,2026-05-24T15:59:59+00:00
fatores_urbanos:1669,fatores_urbanos,fator_urbano,-22.9844798,-43.1970157,ok,,,Ipanema,,,,,Vegetação encobrindo iluminação pública,COMLURB,"{""id_resposta_ocorrencia"": ""937"", ""logradouro"": ""Rua Jangadeiros"", ""subarea_nome"": null, ""valido"": null, ""tipo_pessoa_descricao"": null, ""ocupacao_drogas_descricao"": null, ""item_praca_descricao"": null}",fatores_urbanos.csv,1669,2026-05-24T15:59:59+00:00
fatores_urbanos:1670,fatores_urbanos,fator_urbano,-22.9529884,-43.1859629,ok,9,Metrô Botafogo - Rua São Clemente - Rua Voluntários da Pátria,Botafogo,,,,,Vegetação encobrindo iluminação pública,COMLURB,"{""id_resposta_ocorrencia"": ""1797"", ""logradouro"": ""Rua Paulino Fernandes"", ""subarea_nome"": ""Metrô Botafogo - Rua São Clemente - Rua Voluntários da Pátria"", ""valido"": ""TRUE"", ""tipo_pessoa_descricao"": null, ""ocupacao_drogas_descricao"": null, ""item_praca_descricao"": null}",fatores_urbanos.csv,1670,2026-05-24T15:59:59+00:00
fatores_urbanos:1671,fatores_urbanos,fator_urbano,-22.9663488,-43.1787554,ok,,,Copacabana,,,,,Vegetação encobrindo iluminação pública,COMLURB,"{""id_resposta_ocorrencia"": ""944"", ""logradouro"": ""Rua Rodolfo Dantas"", ""subarea_nome"": ""Av Atlântica - Av Barata Ribeiro"", ""valido"": null, ""tipo_pessoa_descricao"": null, ""ocupacao_drogas_descricao"": null, ""item_praca_descricao"": null}",fatores_urbanos.csv,1671,2026-05-24T15:59:59+00:00
fatores_urbanos:1672,fatores_urbanos,fator_urbano,-22.9414391,-43.1780711,ok,14,Praia de Botafogo - Rua Marquês de Abrantes,Botafogo,,,,,Vegetação encobrindo iluminação pública,COMLURB,"{""id_resposta_ocorrencia"": ""3254"", ""logradouro"": ""Praia de Botafogo"", ""subarea_nome"": ""Praia de Botafogo - Rua Marquês de Abrantes"", ""valido"": ""TRUE"", ""tipo_pessoa_descricao"": null, ""ocupacao_drogas_descricao"": null, ""item_praca_descricao"": null}",fatores_urbanos.csv,1672,2026-05-24T15:59:59+00:00
fatores_urbanos:1673,fatores_urbanos,fator_urbano,-22.952174,-43.1872114,ok,9,Metrô Botafogo - Rua São Clemente - Rua Voluntários da Pátria,Botafogo,,,,,Vegetação encobrindo iluminação pública,COMLURB,"{""id_resposta_ocorrencia"": ""3297"", ""logradouro"": ""Rua Voluntários da Pátria"", ""subarea_nome"": ""Metrô Botafogo - Rua São Clemente - Rua Voluntários da Pátria"", ""valido"": ""TRUE"", ""tipo_pessoa_descricao"": null, ""ocupacao_drogas_descricao"": null, ""item_praca_descricao"": null}",fatores_urbanos.csv,1673,2026-05-24T15:59:59+00:00
fatores_urbanos:1674,fatores_urbanos,fator_urbano,-22.9664335,-43.1765376,ok,,,Copacabana,,,,,Vegetação encobrindo iluminação pública,COMLURB,"{""id_resposta_ocorrencia"": ""956"", ""logradouro"": ""Avenida Atlântica"", ""subarea_nome"": ""Av Atlântica - Av Barata Ribeiro"", ""valido"": null, ""tipo_pessoa_descricao"": null, ""ocupacao_drogas_descricao"": null, ""item_praca_descricao"": null}",fatores_urbanos.csv,1674,2026-05-24T15:59:59+00:00
fatores_urbanos:1675,fatores_urbanos,fator_urbano,-22.9839554,-43.2178352,ok,10,Jardim de Alah,Leblon,,,,,Vegetação encobrindo iluminação pública,COMLURB,"{""id_resposta_ocorrencia"": ""3074"", ""logradouro"": ""Avenida Afrânio de Melo Franco"", ""subarea_nome"": ""Jardim de Alah"", ""valido"": ""TRUE"", ""tipo_pessoa_descricao"": null, ""ocupacao_drogas_descricao"": null, ""item_praca_descricao"": null}",fatores_urbanos.csv,1675,2026-05-24T15:59:59+00:00
fatores_urbanos:1676,fatores_urbanos,fator_urbano,-22.9558445,-43.1785404,ok,,,Botafogo,,,,,Vegetação encobrindo iluminação pública,COMLURB,"{""id_resposta_ocorrencia"": ""3396"", ""logradouro"": ""Rua General Góis Monteiro"", ""subarea_nome"": null, ""valido"": ""TRUE"", ""tipo_pessoa_descricao"": null, ""ocupacao_drogas_descricao"": null, ""item_praca_descricao"": null}",fatores_urbanos.csv,1676,2026-05-24T15:59:59+00:00
fatores_urbanos:1677,fatores_urbanos,fator_urbano,-22.9556355,-43.1744296,ok,12,Rio Sul,Botafogo,,,,,Vegetação encobrindo iluminação pública,COMLURB,"{""id_resposta_ocorrencia"": ""3413"", ""logradouro"": ""Rua Marechal Ramon Castilla"", ""subarea_nome"": ""Rio Sul"", ""valido"": ""TRUE"", ""tipo_pessoa_descricao"": null, ""ocupacao_drogas_descricao"": null, ""item_praca_descricao"": null}",fatores_urbanos.csv,1677,2026-05-24T15:59:59+00:00
